Gen: 0. Avg: 8, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 1. Avg: 9, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 2. Avg: 10, Gen Max: 13, Max: 13, Gen. Max Repeated: 2
Gen: 3. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 3
Gen: 4. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 4
Gen: 5. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 5
Gen: 6. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 6
Gen: 7. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 7
Gen: 8. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 8
Gen: 9. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 9
Gen: 10. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 10
Gen: 11. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 11
Gen: 12. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 12
Gen: 13. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 13
Gen: 14. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 14
Gen: 15. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 15
Gen: 16. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 16
Gen: 17. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 17
Gen: 18. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 18
Gen: 19. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 19
Regenerating population
Gen: 20. Avg: 8, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 21. Avg: 9, Gen Max: 13, Max: 13, Gen. Max Repeated: 2
Gen: 22. Avg: 10, Gen Max: 13, Max: 13, Gen. Max Repeated: 3
Gen: 23. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 4
Gen: 24. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 5
Gen: 25. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 6
Gen: 26. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 7
Gen: 27. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 8
Gen: 28. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 9
Gen: 29. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 10
Gen: 30. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 11
Gen: 31. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 12
Gen: 32. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 13
Gen: 33. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 14
Gen: 34. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 15
Gen: 35. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 16
Gen: 36. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 17
Gen: 37. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 18
Gen: 38. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 19
Regenerating population
Gen: 39. Avg: 8, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 40. Avg: 9, Gen Max: 13, Max: 13, Gen. Max Repeated: 2
Gen: 41. Avg: 10, Gen Max: 13, Max: 13, Gen. Max Repeated: 3
Gen: 42. Avg: 10, Gen Max: 13, Max: 13, Gen. Max Repeated: 4
