Gen: 1. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 0
Gen: 2. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 1
Gen: 3. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 2
Gen: 4. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 3
Gen: 5. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 4
Gen: 6. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 5
Gen: 7. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 6
Gen: 8. Avg: 10, Gen Max: 11, Max: 11, Gen. Max Repeated: 7
Gen: 9. Avg: 10, Gen Max: 12, Max: 12, Gen. Max Repeated: 8
Gen: 10. Avg: 10, Gen Max: 12, Max: 12, Gen. Max Repeated: 1
Gen: 11. Avg: 10, Gen Max: 12, Max: 12, Gen. Max Repeated: 2
Gen: 12. Avg: 10, Gen Max: 12, Max: 12, Gen. Max Repeated: 3
Gen: 13. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 4
Gen: 14. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 5
Gen: 15. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 6
Gen: 16. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 7
Gen: 17. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 8
Gen: 18. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 9
Gen: 19. Avg: 12, Gen Max: 12, Max: 12, Gen. Max Repeated: 10
Gen: 20. Avg: 12, Gen Max: 12, Max: 12, Gen. Max Repeated: 11
Gen: 21. Avg: 12, Gen Max: 12, Max: 12, Gen. Max Repeated: 12
Gen: 22. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 13
Gen: 23. Avg: 12, Gen Max: 12, Max: 12, Gen. Max Repeated: 14
Gen: 24. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 15
Gen: 25. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 16
Gen: 26. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 17
Gen: 27. Avg: 12, Gen Max: 12, Max: 12, Gen. Max Repeated: 18
Gen: 28. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 19
Gen: 29. Avg: 11, Gen Max: 12, Max: 12, Gen. Max Repeated: 20
Regenerating population
Gen: 30. Avg: 9, Gen Max: 11, Max: 12, Gen. Max Repeated: 1
Gen: 31. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 1
Gen: 32. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 2
Gen: 33. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 3
Gen: 34. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 4
Gen: 35. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 5
Gen: 36. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 6
Gen: 37. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 7
Gen: 38. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 8
Gen: 39. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 9
Gen: 40. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 10
Gen: 41. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 11
Gen: 42. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 12
Gen: 43. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 13
Gen: 44. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 14
Gen: 45. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 15
Gen: 46. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 16
Gen: 47. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 17
Gen: 48. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 18
Gen: 49. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 19
Gen: 50. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 20
Regenerating population
Gen: 51. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 1
Gen: 52. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 2
Gen: 53. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 3
Gen: 54. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 4
Gen: 55. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 5
Gen: 56. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 6
Gen: 57. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 7
Gen: 58. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 8
Gen: 59. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 9
Gen: 60. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 10
Gen: 61. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 11
Gen: 62. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 12
Gen: 63. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 13
Gen: 64. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 14
Gen: 65. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 15
Gen: 66. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 16
Gen: 67. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 17
Gen: 68. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 18
Gen: 69. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 19
Gen: 70. Avg: 10, Gen Max: 11, Max: 12, Gen. Max Repeated: 20
Regenerating population
