Gen: 1. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 0
Gen: 2. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 3. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 2
Gen: 4. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 3
Gen: 5. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 4
Gen: 6. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 5
Gen: 7. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 6
Gen: 8. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 7
Gen: 9. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 8
Gen: 10. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 9
Gen: 11. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 10
Gen: 12. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 11
Gen: 13. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 12
Gen: 14. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 13
Gen: 15. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 14
Gen: 16. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 15
Gen: 17. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 16
Gen: 18. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 17
Gen: 19. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 18
Gen: 20. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 19
Gen: 21. Avg: 13, Gen Max: 13, Max: 13, Gen. Max Repeated: 20
Regenerating population
Gen: 22. Avg: 11, Gen Max: 12, Max: 13, Gen. Max Repeated: 1
Gen: 23. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 24. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 25. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 2
Gen: 26. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 3
Gen: 27. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 4
Gen: 28. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 5
Gen: 29. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 6
Gen: 30. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 7
Gen: 31. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 8
Gen: 32. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 9
Gen: 33. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 10
Gen: 34. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 11
Gen: 35. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 12
Gen: 36. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 13
Gen: 37. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 14
Gen: 38. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 15
Gen: 39. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 16
Gen: 40. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 17
Gen: 41. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 18
Gen: 42. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 19
Gen: 43. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 20
Regenerating population
Gen: 44. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 1
Gen: 45. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 2
Gen: 46. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 3
Gen: 47. Avg: 11, Gen Max: 13, Max: 13, Gen. Max Repeated: 4
Gen: 48. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 5
Gen: 49. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 6
Gen: 50. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 7
Gen: 51. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 8
Gen: 52. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 9
Gen: 53. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 10
Gen: 54. Avg: 12, Gen Max: 13, Max: 13, Gen. Max Repeated: 11
