Gen: 1. Avg: 52, Gen Max: 55, Max: 55, Gen. Max Repeated: 0
Gen: 2. Avg: 53, Gen Max: 55, Max: 55, Gen. Max Repeated: 1
Gen: 3. Avg: 53, Gen Max: 58, Max: 58, Gen. Max Repeated: 2
Gen: 4. Avg: 53, Gen Max: 59, Max: 59, Gen. Max Repeated: 1
Gen: 5. Avg: 53, Gen Max: 59, Max: 59, Gen. Max Repeated: 1
Gen: 6. Avg: 53, Gen Max: 59, Max: 59, Gen. Max Repeated: 2
Gen: 7. Avg: 54, Gen Max: 59, Max: 59, Gen. Max Repeated: 3
Gen: 8. Avg: 54, Gen Max: 59, Max: 59, Gen. Max Repeated: 4
Gen: 9. Avg: 54, Gen Max: 59, Max: 59, Gen. Max Repeated: 5
Gen: 10. Avg: 54, Gen Max: 61, Max: 61, Gen. Max Repeated: 6
Gen: 11. Avg: 55, Gen Max: 61, Max: 61, Gen. Max Repeated: 1
Gen: 12. Avg: 55, Gen Max: 61, Max: 61, Gen. Max Repeated: 2
Gen: 13. Avg: 55, Gen Max: 61, Max: 61, Gen. Max Repeated: 3
Gen: 14. Avg: 55, Gen Max: 62, Max: 62, Gen. Max Repeated: 4
Gen: 15. Avg: 56, Gen Max: 63, Max: 63, Gen. Max Repeated: 1
Gen: 16. Avg: 56, Gen Max: 64, Max: 64, Gen. Max Repeated: 1
Gen: 17. Avg: 56, Gen Max: 64, Max: 64, Gen. Max Repeated: 1
Gen: 18. Avg: 58, Gen Max: 64, Max: 64, Gen. Max Repeated: 2
Gen: 19. Avg: 59, Gen Max: 64, Max: 64, Gen. Max Repeated: 3
Gen: 20. Avg: 60, Gen Max: 64, Max: 64, Gen. Max Repeated: 4
Gen: 21. Avg: 61, Gen Max: 64, Max: 64, Gen. Max Repeated: 5
Gen: 22. Avg: 61, Gen Max: 64, Max: 64, Gen. Max Repeated: 6
Gen: 23. Avg: 61, Gen Max: 64, Max: 64, Gen. Max Repeated: 7
Gen: 24. Avg: 61, Gen Max: 64, Max: 64, Gen. Max Repeated: 8
Gen: 25. Avg: 62, Gen Max: 65, Max: 65, Gen. Max Repeated: 9
Gen: 26. Avg: 62, Gen Max: 65, Max: 65, Gen. Max Repeated: 1
Gen: 27. Avg: 63, Gen Max: 65, Max: 65, Gen. Max Repeated: 2
Gen: 28. Avg: 63, Gen Max: 65, Max: 65, Gen. Max Repeated: 3
Gen: 29. Avg: 63, Gen Max: 66, Max: 66, Gen. Max Repeated: 4
