Gen: 0. Avg: 336, Gen Max: 338, Max: 338, Gen. Max Repeated: 1
Gen: 1. Avg: 337, Gen Max: 339, Max: 339, Gen. Max Repeated: 1
Gen: 2. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 1
Gen: 3. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 1
Gen: 4. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 2
Gen: 5. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 3
Gen: 6. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 4
Gen: 7. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 5
Gen: 8. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 6
Gen: 9. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 7
Gen: 10. Avg: 338, Gen Max: 341, Max: 341, Gen. Max Repeated: 8
Gen: 11. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 9
Gen: 12. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 1
Gen: 13. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 2
Gen: 14. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 3
Gen: 15. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 4
Gen: 16. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 5
Gen: 17. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 6
Gen: 18. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 7
Gen: 19. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 8
Gen: 20. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 9
Gen: 21. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 10
Gen: 22. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 11
Gen: 23. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 12
Gen: 24. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 13
Gen: 25. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 14
Gen: 26. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 15
Gen: 27. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 16
Gen: 28. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 17
Gen: 29. Avg: 339, Gen Max: 342, Max: 342, Gen. Max Repeated: 18
Gen: 30. Avg: 338, Gen Max: 342, Max: 342, Gen. Max Repeated: 19
Regenerating population
Gen: 31. Avg: 336, Gen Max: 338, Max: 342, Gen. Max Repeated: 1
Gen: 32. Avg: 337, Gen Max: 340, Max: 342, Gen. Max Repeated: 1
Gen: 33. Avg: 338, Gen Max: 340, Max: 342, Gen. Max Repeated: 1
Gen: 34. Avg: 338, Gen Max: 341, Max: 342, Gen. Max Repeated: 2
Gen: 35. Avg: 338, Gen Max: 341, Max: 342, Gen. Max Repeated: 1
Gen: 36. Avg: 338, Gen Max: 341, Max: 342, Gen. Max Repeated: 2
Gen: 37. Avg: 338, Gen Max: 341, Max: 342, Gen. Max Repeated: 3
Gen: 38. Avg: 338, Gen Max: 341, Max: 342, Gen. Max Repeated: 4
Gen: 39. Avg: 338, Gen Max: 341, Max: 342, Gen. Max Repeated: 5
Gen: 40. Avg: 338, Gen Max: 341, Max: 342, Gen. Max Repeated: 6
