Gen: 0. Avg: 38, Gen Max: 53, Max: 53, Gen. Max Repeated: 1
Gen: 1. Avg: 44, Gen Max: 55, Max: 55, Gen. Max Repeated: 1
Gen: 2. Avg: 51, Gen Max: 55, Max: 55, Gen. Max Repeated: 1
Gen: 3. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 2
Gen: 4. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 3
Gen: 5. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 4
Gen: 6. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 5
Gen: 7. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 6
Gen: 8. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 7
Gen: 9. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 8
Gen: 10. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 9
Gen: 11. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 10
Gen: 12. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 11
Gen: 13. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 12
Gen: 14. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 13
Gen: 15. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 14
Gen: 16. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 15
Gen: 17. Avg: 55, Gen Max: 55, Max: 55, Gen. Max Repeated: 16
Gen: 18. Avg: 55, Gen Max: 55, Max: 55, Gen. Max Repeated: 17
Gen: 19. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 18
Gen: 20. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 19
Regenerating population
Gen: 21. Avg: 38, Gen Max: 55, Max: 55, Gen. Max Repeated: 1
Gen: 22. Avg: 46, Gen Max: 55, Max: 55, Gen. Max Repeated: 2
Gen: 23. Avg: 53, Gen Max: 55, Max: 55, Gen. Max Repeated: 3
Gen: 24. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 4
Gen: 25. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 5
Gen: 26. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 6
Gen: 27. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 7
Gen: 28. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 8
Gen: 29. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 9
Gen: 30. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 10
Gen: 31. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 11
Gen: 32. Avg: 55, Gen Max: 55, Max: 55, Gen. Max Repeated: 12
Gen: 33. Avg: 55, Gen Max: 55, Max: 55, Gen. Max Repeated: 13
Gen: 34. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 14
Gen: 35. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 15
Gen: 36. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 16
Gen: 37. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 17
Gen: 38. Avg: 55, Gen Max: 55, Max: 55, Gen. Max Repeated: 18
Gen: 39. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 19
Regenerating population
Gen: 40. Avg: 38, Gen Max: 55, Max: 55, Gen. Max Repeated: 1
Gen: 41. Avg: 46, Gen Max: 55, Max: 55, Gen. Max Repeated: 2
Gen: 42. Avg: 52, Gen Max: 55, Max: 55, Gen. Max Repeated: 3
Gen: 43. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 4
Gen: 44. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 5
Gen: 45. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 6
Gen: 46. Avg: 55, Gen Max: 55, Max: 55, Gen. Max Repeated: 7
Gen: 47. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 8
Gen: 48. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 9
Gen: 49. Avg: 55, Gen Max: 55, Max: 55, Gen. Max Repeated: 10
Gen: 50. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 11
Gen: 51. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 12
Gen: 52. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 13
Gen: 53. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 14
Gen: 54. Avg: 54, Gen Max: 55, Max: 55, Gen. Max Repeated: 15
